evidence_id,assertion_id,subject_id,predicate,object_entity_id,object_literal,assertion_status,assertion_method,confidence,passage_id,passage_text,source_id,source_title,edition_id,locator_id,locator_label,stable_url,relation,basis,directness,dataset_version,data_license,citation
chs:evidence:core-shangshu-ling,chs:assertion:usage-shangshu-ling,chs:title-usage:shangshu-ling-yuanfeng,has_formal_duty_but_unfilled,,尚书令条文总六曹庶务，但北宋自建隆以来不除，兼领者不与政事。,reviewed,source_transcription,high,chs:passage:song-shi-161-shangshu-ling,令，掌佐天子议大政，奉所出命令而行之。其属有六曹，凡庶务皆会而决之。自建隆以来不除，惟亲王以使相兼领，不与政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shangshu-zuo-pushe,chs:assertion:usage-shangshu-zuo-pushe,chs:title-usage:shangshu-zuo-pushe-yuanfeng,serves_as_chief_councilor,,元丰后尚书左仆射为宰相之任，兼门下侍郎行侍中职事。,reviewed,source_transcription,high,chs:passage:song-shi-161-shangshu-pushe,左仆射、右仆射，掌佐天子议大政，贰令之职，与三省长官皆为宰相之任。自官制行，以左仆射兼门下侍郎，右仆射兼中书侍郎，行侍中、中书令职事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shangshu-you-pushe,chs:assertion:usage-shangshu-you-pushe,chs:title-usage:shangshu-you-pushe-yuanfeng,serves_as_chief_councilor,,元丰后尚书右仆射为宰相之任，兼中书侍郎行中书令职事。,reviewed,source_transcription,high,chs:passage:song-shi-161-shangshu-pushe,左仆射、右仆射，掌佐天子议大政，贰令之职，与三省长官皆为宰相之任。自官制行，以左仆射兼门下侍郎，右仆射兼中书侍郎，行侍中、中书令职事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shangshu-zuo-cheng,chs:assertion:usage-shangshu-zuo-cheng,chs:title-usage:shangshu-zuo-cheng-yuanfeng,serves_as_executive_official,,尚书左丞参议大政、通治省事，元丰改制后升为执政。,reviewed,source_transcription,high,chs:passage:song-shi-161-shangshu-cheng,左丞、右丞，掌参议大政，通治省事，以贰令、仆射之职。旧班六曹尚书下，官制行，升其秩为执政。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shangshu-you-cheng,chs:assertion:usage-shangshu-you-cheng,chs:title-usage:shangshu-you-cheng-yuanfeng,serves_as_executive_official,,尚书右丞参议大政、通治省事，元丰改制后升为执政。,reviewed,source_transcription,high,chs:passage:song-shi-161-shangshu-cheng,左丞、右丞，掌参议大政，通治省事，以贰令、仆射之职。旧班六曹尚书下，官制行，升其秩为执政。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zuosi-langzhong,chs:assertion:usage-zuosi-langzhong,chs:title-usage:zuosi-langzhong-yuanfeng,coordinates_shangshu_business,,左司郎中受理六曹事务、纠正文书稽失，分治吏、户、礼等房。,reviewed,source_transcription,high,chs:passage:song-shi-161-zuoyou-si,左司郎中、右司郎中、左司员外郎、右司员外郎，各一人，掌受付六曹之事，而举正文书之稽失，分治省事：左司治吏、户、礼，右司治兵、刑、工。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-yousi-langzhong,chs:assertion:usage-yousi-langzhong,chs:title-usage:yousi-langzhong-yuanfeng,coordinates_shangshu_business,,右司郎中受理六曹事务、纠正文书稽失，分治兵、刑、工等房。,reviewed,source_transcription,high,chs:passage:song-shi-161-zuoyou-si,左司郎中、右司郎中、左司员外郎、右司员外郎，各一人，掌受付六曹之事，而举正文书之稽失，分治省事：左司治吏、户、礼，右司治兵、刑、工。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zuosi-yuanwailang,chs:assertion:usage-zuosi-yuanwailang,chs:title-usage:zuosi-yuanwailang-yuanfeng,coordinates_shangshu_business,,左司员外郎与左右司郎官共同受理六曹事务并纠正文书稽失。,reviewed,source_transcription,high,chs:passage:song-shi-161-zuoyou-si,左司郎中、右司郎中、左司员外郎、右司员外郎，各一人，掌受付六曹之事，而举正文书之稽失，分治省事：左司治吏、户、礼，右司治兵、刑、工。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-yousi-yuanwailang,chs:assertion:usage-yousi-yuanwailang,chs:title-usage:yousi-yuanwailang-yuanfeng,coordinates_shangshu_business,,右司员外郎与左右司郎官共同受理六曹事务并纠正文书稽失。,reviewed,source_transcription,high,chs:passage:song-shi-161-zuoyou-si,左司郎中、右司郎中、左司员外郎、右司员外郎，各一人，掌受付六曹之事，而举正文书之稽失，分治省事：左司治吏、户、礼，右司治兵、刑、工。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-shangshu-offices,《宋史》卷161尚书省长贰与都司职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#尚书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shumishi,chs:assertion:usage-shumishi,chs:title-usage:shumishi-pre-yuanfeng,leads_military_affairs,,枢密使佐天子执兵政；元丰五年改制时使名罢置。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shumishi-yuanfeng,chs:assertion:usage-shumishi,chs:title-usage:shumishi-pre-yuanfeng,leads_military_affairs,,枢密使佐天子执兵政；元丰五年改制时使名罢置。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-yuanfeng,元丰五年，乃定置知院、同知院二人，使、副悉罢。元祐初，复置签书院事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zhi-shumiyuan-shi,chs:assertion:usage-zhi-shumiyuan-shi,chs:title-usage:zhi-shumiyuan-shi-yuanfeng,leads_military_affairs,,元丰五年定置知枢密院事为枢密长官，佐天子执兵政。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zhi-shumiyuan-shi-yuanfeng,chs:assertion:usage-zhi-shumiyuan-shi,chs:title-usage:zhi-shumiyuan-shi-yuanfeng,leads_military_affairs,,元丰五年定置知枢密院事为枢密长官，佐天子执兵政。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-yuanfeng,元丰五年，乃定置知院、同知院二人，使、副悉罢。元祐初，复置签书院事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-tongzhi-shumiyuan-shi,chs:assertion:usage-tongzhi-shumiyuan-shi,chs:title-usage:tongzhi-shumiyuan-shi-yuanfeng,deputizes_military_affairs,,元丰五年定置同知枢密院事为枢密副贰。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-tongzhi-shumiyuan-shi-yuanfeng,chs:assertion:usage-tongzhi-shumiyuan-shi,chs:title-usage:tongzhi-shumiyuan-shi-yuanfeng,deputizes_military_affairs,,元丰五年定置同知枢密院事为枢密副贰。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-yuanfeng,元丰五年，乃定置知院、同知院二人，使、副悉罢。元祐初，复置签书院事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shumi-fushi,chs:assertion:usage-shumi-fushi,chs:title-usage:shumi-fushi-pre-yuanfeng,deputizes_military_affairs,,枢密副使为枢密使副贰，元丰五年使、副悉罢。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shumi-fushi-yuanfeng,chs:assertion:usage-shumi-fushi,chs:title-usage:shumi-fushi-pre-yuanfeng,deputizes_military_affairs,,枢密副使为枢密使副贰，元丰五年使、副悉罢。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-yuanfeng,元丰五年，乃定置知院、同知院二人，使、副悉罢。元祐初，复置签书院事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-qianshu-shumiyuan-shi,chs:assertion:usage-qianshu-shumiyuan-shi,chs:title-usage:qianshu-shumiyuan-shi-yuanyou,deputizes_military_affairs,,元祐初复置签书枢密院事，作为枢密院副贰。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-offices,枢密使、知院事，佐天子执兵政，而同知、副使、签书为之贰。凡边防军旅之常务，与三省分班禀奏；事干国体，则宰相、执政官合奏。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-qianshu-shumiyuan-shi-yuanfeng,chs:assertion:usage-qianshu-shumiyuan-shi,chs:title-usage:qianshu-shumiyuan-shi-yuanyou,deputizes_military_affairs,,元祐初复置签书枢密院事，作为枢密院副贰。,reviewed,source_transcription,high,chs:passage:song-shi-162-shumi-yuanfeng,元丰五年，乃定置知院、同知院二人，使、副悉罢。元祐初，复置签书院事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-shumi-offices,《宋史》卷162枢密院及长贰职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#枢密使_知院事_同知院事_枢密副使_签书院事_同签书院事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-sansi-shi,chs:assertion:usage-sansi-shi,chs:title-usage:sansi-shi-pre-yuanfeng,leads_state_finance,,三司使总国计，通管盐铁、度支、户部；元丰官制行后并归户部。,reviewed,source_transcription,high,chs:passage:song-shi-162-sansi-shi,三司之职，国初沿五代之制，置使以总国计，应四方贡赋之入，朝廷之预，一归三司。通管盐铁、度支、户部，号曰计省。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-sansi-shi,《宋史》卷162“三司使”总论及职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#三司使,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-sansi-shi-yuanfeng,chs:assertion:usage-sansi-shi,chs:title-usage:sansi-shi-pre-yuanfeng,leads_state_finance,,三司使总国计，通管盐铁、度支、户部；元丰官制行后并归户部。,reviewed,source_transcription,high,chs:passage:song-shi-162-sansi-yuanfeng,以上并属三司使。元丰官制行，罢三司使并归户部。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-sansi-shi,《宋史》卷162“三司使”总论及职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#三司使,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-hanlin-xueshi-chengzhi,chs:assertion:usage-hanlin-xueshi-chengzhi,chs:title-usage:hanlin-xueshi-chengzhi-northern-song,leads_drafting_service,,翰林学士承旨参与制诰诏令撰述，不常置，由久次学士担任。,reviewed,source_transcription,high,chs:passage:song-shi-162-hanlin,翰林学士承旨、翰林学士、知制诰、直学士院、翰林权直、学士院权直，掌制、诰、诏、令撰述之事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-hanlin,《宋史》卷162“翰林学士院”职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#翰林学士院,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-hanlin-xueshi-chengzhi-status,chs:assertion:usage-hanlin-xueshi-chengzhi,chs:title-usage:hanlin-xueshi-chengzhi-northern-song,leads_drafting_service,,翰林学士承旨参与制诰诏令撰述，不常置，由久次学士担任。,reviewed,source_transcription,high,chs:passage:song-shi-162-hanlin-chengzhi,承旨，不常置，以学士久次者为之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-hanlin,《宋史》卷162“翰林学士院”职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#翰林学士院,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zhizhigao,chs:assertion:usage-zhizhigao,chs:title-usage:zhizhigao-pre-yuanfeng,drafts_state_commands,,知制诰与翰林学士等掌制、诰、诏、令撰述，兼具文翰资望与实际词命工作。,reviewed,source_transcription,high,chs:passage:song-shi-162-hanlin,翰林学士承旨、翰林学士、知制诰、直学士院、翰林权直、学士院权直，掌制、诰、诏、令撰述之事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-hanlin,《宋史》卷162“翰林学士院”职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#翰林学士院,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-hanlin-shidu-xueshi,chs:assertion:usage-hanlin-shidu-xueshi,chs:title-usage:hanlin-shidu-xueshi-yuanfeng,changes_title_status,,元丰废翰林侍读学士名而以兼官任之；元祐七年复号，元符元年再省。,reviewed,source_transcription,high,chs:passage:song-shi-162-hanlin-shidu,元丰官制，废翰林侍读、侍讲学士不置，但以为兼官。元祐七年，复增学士之号，元符元年省去。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-hanlin,《宋史》卷162“翰林学士院”职掌段,https://zh.wikisource.org/zh-hans/宋史/卷162#翰林学士院,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-longtu-zhixueshi,chs:assertion:usage-longtu-zhixueshi,chs:title-usage:longtu-zhixueshi-northern-song,serves_as_academy_title,,龙图阁直学士景德四年设置，属于馆阁贴职序列。,reviewed,source_transcription,medium,chs:passage:song-shi-162-longtu-subtitles,直学士，景德四年置。待制，景德元年置；自改官制，为学士初复之职，或知制诰平出除之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-longtu-subtitles,《宋史》卷162龙图阁直学士、待制段,https://zh.wikisource.org/zh-hans/宋史/卷162#龙图阁,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-longtu-daizhi,chs:assertion:usage-longtu-daizhi,chs:title-usage:longtu-daizhi-northern-song,serves_as_academy_title,,龙图阁待制景德元年设置；改制后是学士初复之职或可由知制诰平出。,reviewed,source_transcription,medium,chs:passage:song-shi-162-longtu-subtitles,直学士，景德四年置。待制，景德元年置；自改官制，为学士初复之职，或知制诰平出除之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-162-longtu-subtitles,《宋史》卷162龙图阁直学士、待制段,https://zh.wikisource.org/zh-hans/宋史/卷162#龙图阁,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-yushi-zhongcheng,chs:assertion:usage-yushi-zhongcheng,chs:title-usage:yushi-zhongcheng-northern-song,leads_censorate,,御史中丞为御史台台长，统摄纠察纲纪台务。,reviewed,source_transcription,medium,chs:passage:song-shi-164-yushi-zhongcheng,中丞一人，为台长。侍御史一人，掌贰台政。殿中侍御史二人，掌以仪法纠百官之失。监察御史六人，掌分察六曹及百司之事，纠其谬误。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-164-yushitai,《宋史》卷164“御史台”及中丞职掌段,https://zh.wikisource.org/zh-hans/宋史/卷164#御史臺,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shiyushi,chs:assertion:usage-shiyushi,chs:title-usage:shiyushi-northern-song,deputizes_censorate,,侍御史隶台院，掌贰御史台政务。,reviewed,source_transcription,medium,chs:passage:song-shi-164-yushi-zhongcheng,中丞一人，为台长。侍御史一人，掌贰台政。殿中侍御史二人，掌以仪法纠百官之失。监察御史六人，掌分察六曹及百司之事，纠其谬误。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-164-yushitai,《宋史》卷164“御史台”及中丞职掌段,https://zh.wikisource.org/zh-hans/宋史/卷164#御史臺,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-dianzhong-shiyushi,chs:assertion:usage-dianzhong-shiyushi,chs:title-usage:dianzhong-shiyushi-northern-song,censors_court_ritual,,殿中侍御史隶殿院，以仪法纠百官之失。,reviewed,source_transcription,medium,chs:passage:song-shi-164-yushi-zhongcheng,中丞一人，为台长。侍御史一人，掌贰台政。殿中侍御史二人，掌以仪法纠百官之失。监察御史六人，掌分察六曹及百司之事，纠其谬误。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-164-yushitai,《宋史》卷164“御史台”及中丞职掌段,https://zh.wikisource.org/zh-hans/宋史/卷164#御史臺,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-jiancha-yushi,chs:assertion:usage-jiancha-yushi,chs:title-usage:jiancha-yushi-northern-song,censors_central_offices,,监察御史隶察院，分察六曹及百司并纠其谬误。,reviewed,source_transcription,medium,chs:passage:song-shi-164-yushi-zhongcheng,中丞一人，为台长。侍御史一人，掌贰台政。殿中侍御史二人，掌以仪法纠百官之失。监察御史六人，掌分察六曹及百司之事，纠其谬误。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-164-yushitai,《宋史》卷164“御史台”及中丞职掌段,https://zh.wikisource.org/zh-hans/宋史/卷164#御史臺,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:institution-three-departments,chs:assertion:institution-three-departments-yuanfeng,chs:institution-version:three-departments-yuanfeng,has_institutional_structure,,元丰新官制于门下、中书、尚书三省重置长官及其实际行职安排。,reviewed,source_transcription,high,chs:passage:song-shi-161-chief-councilor-yuanfeng,神宗新官制，于三省置侍中、中书令、尚书令，以官高不除人，而以尚书令之贰左、右仆射为宰相。左仆射兼门下侍郎，以行侍中之职；右仆射兼中书侍郎，以行中书令之职。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-chief-councilor,《宋史》卷161“宰相之职”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#宰相之职,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
